78.60471843,328.9995431,-0.5
78.70942888,328.9981723,-1
78.81412338,328.9958879,-1.5
78.91879396,328.9926899,-2
79.02343265,328.9885787,-2.5
79.12803147,328.9835544,-3
79.23258247,328.9776176,-3.5
79.33707768,328.9707686,-4
79.44150915,328.963008,-4.5
79.54586891,328.9543364,-5
79.65014903,328.9447544,-5.5
79.75434156,328.9342627,-6
79.85843857,328.9228623,-6.5
79.96243212,328.9105538,-7
80.06631431,328.8973383,-7.5
80.17007721,328.8832168,-8
80.27371293,328.8681904,-8.5
80.37721358,328.8522601,-9
80.48057127,328.8354272,-9.5
80.58377813,328.817693,-10
80.68682631,328.7990589,-10.5
80.78970794,328.7795262,-11
80.89241521,328.7590965,-11.5
80.99494029,328.7377712,-12
81.09727537,328.7155521,-12.5
81.19941265,328.6924408,-13
81.30134437,328.668439,-13.5
81.40306275,328.6435487,-14
81.50456005,328.6177717,-14.5
81.60582854,328.5911099,-15
81.70686051,328.5635654,-15.5
81.80764827,328.5351404,-16
81.90818414,328.5058368,-16.5
82.00846046,328.4756571,-17
82.10846959,328.4446034,-17.5
82.20820393,328.4126782,-18
82.30765588,328.3798839,-18.5
82.40681785,328.3462229,-19
82.50568231,328.3116979,-19.5
82.60424172,328.2763114,-20
82.70248858,328.2400663,-20.5
82.80041539,328.2029651,-21
82.89801472,328.1650108,-21.5
82.99527912,328.1262063,-22
83.09220119,328.0865544,-22.5
83.18877354,328.0460582,-23
83.28498883,328.0047209,-23.5
83.38083972,327.9625455,-24
83.47631891,327.9195353,-24.5
83.57141914,327.8756934,-25
83.66613316,327.8310234,-25.5
83.76045376,327.7855286,-26
83.85437376,327.7392123,-26.5
83.947886,327.6920783,-27
84.04098336,327.64413,-27.5
84.13365875,327.5953711,-28
84.22590512,327.5458054,-28.5
84.31771544,327.4954365,-29
84.40908272,327.4442684,-29.5
84.5,327.3923048,-30
84.59046036,327.3395499,-30.5
84.6804569,327.2860076,-31
84.76998278,327.231682,-31.5
84.85903117,327.1765772,-32
84.9475953,327.1206973,-32.5
85.03566842,327.0640468,-33
85.12324382,327.0066299,-33.5
85.21031484,326.9484509,-34
85.29687484,326.8895143,-34.5
85.38291724,326.8298245,-35
85.46843547,326.7693862,-35.5
85.55342303,326.7082039,-36
85.63787344,326.6462823,-36.5
85.72178028,326.5836261,-37
85.80513715,326.5202401,-37.5
85.8879377,326.456129,-38
85.97017564,326.3912979,-38.5
86.05184469,326.3257515,-39
86.13293864,326.259495,-39.5
86.21345132,326.1925333,-40
86.29337658,326.1248716,-40.5
86.37270835,326.056515,-41
86.45144058,325.9874686,-41.5
86.52956728,325.9177379,-42
86.60708249,325.847328,-42.5
86.68398032,325.7762444,-43
86.76025491,325.7044925,-43.5
86.83590045,325.6320776,-44
86.91091117,325.5590054,-44.5
86.98528137,325.4852814,-45
87.05900539,325.4109112,-45.5
87.1320776,325.3359004,-46
87.20449245,325.2602549,-46.5
87.27624442,325.1839803,-47
87.34732804,325.1070825,-47.5
87.41773791,325.0295673,-48
87.48746865,324.9514406,-48.5
87.55651496,324.8727083,-49
87.62487159,324.7933766,-49.5
87.69253332,324.7134513,-50
87.759495,324.6329386,-50.5
87.82575154,324.5518447,-51
87.89129788,324.4701756,-51.5
87.95612904,324.3879377,-52
88.02024008,324.3051371,-52.5
88.08362612,324.2217803,-53
88.14628233,324.1378734,-53.5
88.20820393,324.053423,-54
88.26938622,323.9684355,-54.5
88.32982453,323.8829172,-55
88.38951426,323.7968748,-55.5
88.44845087,323.7103148,-56
88.50662986,323.6232438,-56.5
88.56404682,323.5356684,-57
88.62069735,323.4475953,-57.5
88.67657715,323.3590312,-58
88.73168197,323.2699828,-58.5
88.78600761,323.1804569,-59
88.83954993,323.0904604,-59.5
88.89230485,323,-60
88.94426835,322.9090827,-60.5
88.99543649,322.8177154,-61
89.04580535,322.7259051,-61.5
89.09537111,322.6336588,-62
89.14413,322.5409834,-62.5
89.19207829,322.447886,-63
89.23921234,322.3543738,-63.5
89.28552856,322.2604538,-64
89.33102341,322.1661332,-64.5
89.37569344,322.0714191,-65
89.41953525,321.9763189,-65.5
