0.00 ,317.10 ,89.50 
0.00 ,317.21 ,89.00 
0.00 ,317.31 ,88.50 
0.01 ,317.42 ,88.00 
0.01 ,317.52 ,87.50 
0.02 ,317.63 ,87.00 
0.02 ,317.73 ,86.50 
0.03 ,317.84 ,86.00 
0.04 ,317.94 ,85.50 
0.05 ,318.05 ,85.00 
0.06 ,318.15 ,84.50 
0.07 ,318.25 ,84.00 
0.08 ,318.36 ,83.50 
0.09 ,318.46 ,83.00 
0.10 ,318.57 ,82.50 
0.12 ,318.67 ,82.00 
0.13 ,318.77 ,81.50 
0.15 ,318.88 ,81.00 
0.16 ,318.98 ,80.50 
0.18 ,319.08 ,80.00 
0.20 ,319.19 ,79.50 
0.22 ,319.29 ,79.00 
0.24 ,319.39 ,78.50 
0.26 ,319.49 ,78.00 
0.28 ,319.60 ,77.50 
0.31 ,319.70 ,77.00 
0.33 ,319.80 ,76.50 
0.36 ,319.90 ,76.00 
0.38 ,320.00 ,75.50 
0.41 ,320.11 ,75.00 
0.44 ,320.21 ,74.50 
0.46 ,320.31 ,74.00 
0.49 ,320.41 ,73.50 
0.52 ,320.51 ,73.00 
0.56 ,320.61 ,72.50 
0.59 ,320.71 ,72.00 
0.62 ,320.81 ,71.50 
0.65 ,320.91 ,71.00 
0.69 ,321.01 ,70.50 
0.72 ,321.10 ,70.00 
0.76 ,321.20 ,69.50 
0.80 ,321.30 ,69.00 
0.83 ,321.40 ,68.50 
0.87 ,321.50 ,68.00 
0.91 ,321.59 ,67.50 
0.95 ,321.69 ,67.00 
1.00 ,321.78 ,66.50 
1.04 ,321.88 ,66.00 
1.08 ,321.98 ,65.50 
1.12 ,322.07 ,65.00 
1.17 ,322.17 ,64.50 
1.21 ,322.26 ,64.00 
1.26 ,322.35 ,63.50 
1.31 ,322.45 ,63.00 
1.36 ,322.54 ,62.50 
1.40 ,322.63 ,62.00 
1.45 ,322.73 ,61.50 
1.50 ,322.82 ,61.00 
1.56 ,322.91 ,60.50 
1.61 ,323.00 ,60.00 
1.66 ,323.09 ,59.50 
1.71 ,323.18 ,59.00 
1.77 ,323.27 ,58.50 
1.82 ,323.36 ,58.00 
1.88 ,323.45 ,57.50 
1.94 ,323.54 ,57.00 
1.99 ,323.62 ,56.50 
